,apartment_number,Rooms,total_area,house_number,residents_number,owner_name
2406,77,3.0,52.9365300068602,5,16,Агафья Болеславовна Костина
2407,30,1.0,40.25619144919104,11,23,Муравьева Наталья Егоровна
2408,128,3.0,82.56387480763324,10,8,Тит Борисович Цветков
2409,1,1.0,37.65975960441192,12,1,Раиса Федоровна Лебедева
2410,19,2.0,61.46428447408755,9,6,Вера Юрьевна Фомичева
2411,177,1.0,31.162883689557727,7,2,Меркушева Клавдия Никифоровна
2412,19,3.0,83.50564303230465,9,9,Полина Михайловна Воронова
2413,41,2.0,61.5115465378507,13,0,Мясникова Фаина Мироновна
2414,8,2.0,55.42739684365492,1,5,Игнатьев Валентин Филатович
2415,39,3.0,68.23482426275098,9,2,Василиса Алексеевна Фролова
2416,95,2.0,46.18948213192285,5,5,Вацлав Тимурович Наумов
2417,29,2.0,45.39584324880931,7,2,Афанасий Харлампьевич Мартынов
2418,6,1.0,39.2517732833157,17,0,Мечислав Валерианович Жданов
2419,62,1.0,36.47466254908437,4,0,Харитонова Фёкла Феликсовна
2420,57,2.0,60.201044252230005,8,4,Акулина Олеговна Бирюкова
2421,108,3.0,75.21036975590764,15,1,Лидия Кузьминична Семенова
2422,55,2.0,54.51335692006332,5,4,Федотова Любовь Никифоровна
2423,27,3.0,95.71349807033349,2,4,Мария Федоровна Григорьева
2424,14,2.0,43.35256873832796,2,5,Воробьева Валерия Александровна
2425,39,1.0,34.375006633979154,4,2,Казимир Юльевич Евдокимов
2426,130,2.0,45.83818962408642,6,7,Савин Федот Гурьевич
2427,53,2.0,45.84847575709513,3,10,Владимирова Кира Эльдаровна
2428,3,2.0,48.64017448617122,11,3,Назаров Ратибор Архипович
2429,80,2.0,60.06044590393326,12,5,тов. Лыткина Иванна Федоровна
2430,6,1.0,51.46053817285735,25,0,Раиса Юрьевна Суворова
2431,6,2.0,65.36300002012607,13,0,Татьяна Вадимовна Одинцова
2432,6,2.0,64.54528192627566,14,0,Дьячков Бажен Германович
2433,37,2.0,60.542161523132215,15,5,Брагин Радим Всеволодович
2434,27,2.0,73.16633496403416,6,0,Нинель Святославовна Белякова
2435,63,2.0,46.737302389429374,3,6,Гущин Елизар Дмитриевич
2436,9,2.0,52.31947587163667,12,4,Фомин Орест Александрович
2437,6,3.0,83.19596818162344,4,0,Никита Еремеевич Архипов
2438,106,3.0,78.53568602749844,5,10,Иванна Александровна Николаева
2439,124,3.0,97.16634653405974,9,5,Таисия Михайловна Полякова
2440,112,1.0,45.52904646411677,13,2,Геннадий Елисеевич Рожков
2441,47,1.0,38.19825683198847,15,1,Иванна Кузьминична Дмитриева
2442,146,3.0,106.24639772813984,9,10,Михаил Давидович Архипов
2443,139,1.0,34.49734853759785,2,0,Надежда Альбертовна Степанова
2444,0,1.0,52.79225643983533,9,6,Корнил Архипович Афанасьев
2445,140,1.0,39.70230837851791,10,6,Сидорова Феврония Леоновна
2446,57,1.0,45.11245484054864,19,0,Давыд Федосеевич Виноградов
2447,62,1.0,38.945568812441536,9,0,Иванов Фотий Адамович
2448,6,1.0,49.708471928507,7,0,Александра Кирилловна Горбунова
2449,6,1.0,41.60671434486306,20,0,Федосий Августович Цветков
2450,160,2.0,56.97453151467055,7,5,Князев Платон Владиленович
2451,56,2.0,57.7175700805666,7,6,Семенова Валентина Антоновна
2452,28,2.0,56.62459587065694,13,0,Бирюкова Любовь Алексеевна
2453,90,2.0,50.157917145734025,14,2,Пономарева Виктория Артемовна
2454,1,2.0,66.86848203196803,5,1,Нинель Евгеньевна Савельева
2455,1,2.0,62.59130293603487,8,2,Субботина Варвара Анатольевна
2456,44,1.0,42.06947107120685,10,3,Любовь Антоновна Авдеева
2457,29,2.0,45.280336226618005,8,2,Никифорова Анна Сергеевна
2458,45,2.0,63.32674579721285,4,2,Лукия Львовна Уварова
2459,18,1.0,39.73736323229105,8,5,г-н Самсонов Евдоким Ефстафьевич
2460,24,3.0,61.58837914185687,1,3,Гордеев Леонтий Артемьевич
2461,27,2.0,59.36650544097894,14,1,Демид Димитриевич Большаков
2462,61,3.0,67.77876252417533,7,9,Агафон Владиславович Потапов
2463,23,1.0,38.86678664260567,5,2,Фролова Мария Тарасовна
2464,32,2.0,48.68165210174354,9,11,Костин Вацлав Августович
2465,46,2.0,42.36272726477026,3,1,Боян Исидорович Емельянов
2466,57,3.0,64.86981283880701,6,4,Степанов Серафим Аксёнович
2467,27,1.0,41.25327241767624,3,0,Твердислав Демьянович Буров
2468,45,1.0,42.58345351033502,21,2,Анжелика Святославовна Блинова
2469,9,2.0,57.57268177585426,17,11,Шарова Антонина Кирилловна
2470,22,1.0,40.18290689190018,12,4,Ратмир Даниилович Ермаков
2471,9,3.0,79.35225562313792,9,4,Евпраксия Тимуровна Афанасьева
2472,109,2.0,79.03373589836718,15,1,Таисия Константиновна Щербакова
2473,39,1.0,40.17118454170273,16,2,Октябрина Леонидовна Карпова
2474,99,2.0,45.23545863055276,3,8,Ильина Людмила Федоровна
2475,128,3.0,78.38450259794537,17,8,Анжела Станиславовна Рябова
2476,30,1.0,49.277823971208335,1,23,София Яковлевна Петухова
2477,74,1.0,50.993614997147645,8,2,г-н Дмитриев Арефий Ефремович
2478,62,1.0,44.22032772431163,8,0,Жанна Леонидовна Архипова
2479,52,3.0,79.28702780924154,12,5,Жанна Кузьминична Михайлова
2480,101,1.0,36.17039070970402,13,5,Людмила Макаровна Чернова
2481,61,1.0,45.26691088946136,5,9,Илья Тихонович Прохоров
2482,3,1.0,29.72186611091766,6,3,Симонова Зоя Александровна
2483,57,3.0,82.77718204386022,7,4,Киселев Степан Тимурович
2484,20,1.0,40.91981513009717,12,5,Евстафий Бориславович Пономарев
2485,12,2.0,56.81555502030263,3,15,Комаров Иван Ануфриевич
2486,11,1.0,44.69654225370816,10,1,Модест Ерофеевич Комаров
2487,30,3.0,78.44084310994972,17,23,Анжела Семеновна Мельникова
2488,30,2.0,66.34106738086557,19,23,Велимир Денисович Лихачев
2489,23,3.0,73.63035457833838,3,0,Калинин Лавр Витальевич
2490,27,1.0,42.534662283602906,12,0,Антонин Глебович Сорокин
2491,23,2.0,66.32913983435746,12,2,Фотий Трофимович Рогов
2492,7,1.0,39.20873320644662,3,9,Вероника Архиповна Пахомова
2493,53,1.0,35.672787987861106,4,3,Прасковья Наумовна Гусева
2494,84,2.0,49.41911565299052,6,1,Селиверстов Евдоким Власович
2495,120,3.0,82.85896938472663,17,3,Регина Степановна Николаева
2496,58,2.0,62.46586210370658,11,5,Авдеева Анна Валериевна
2497,57,3.0,68.01625673808816,9,4,Ян Ярославович Веселов
2498,11,2.0,47.03343309100566,1,5,Юдина Фаина Григорьевна
2499,140,2.0,47.78159524753983,4,6,Ферапонт Федотович Капустин
2500,123,1.0,40.88506764667981,14,5,Семен Ерофеевич Котов
2501,64,1.0,39.930063853393015,8,11,Милан Брониславович Зуев
2502,67,3.0,76.04046697360684,10,6,Коновалова Зоя Олеговна
2503,99,2.0,48.23226392720216,8,4,Фаина Григорьевна Степанова
2504,124,2.0,45.43842545850946,4,0,Цветкова Нонна Максимовна
2505,34,2.0,53.55902809255145,3,11,Сорокин Савва Евстигнеевич
2506,66,2.0,49.52370236319535,2,3,Творимир Гертрудович Смирнов
2507,23,1.0,31.75321783434666,7,0,Ираида Романовна Калинина
2508,45,3.0,74.15547110178849,9,3,Муравьев Мартьян Борисович
2509,6,2.0,63.1301861436907,4,0,Пров Валерианович Зайцев
2510,129,1.0,34.60601163786266,5,0,Белоусов Иван Устинович
2511,44,2.0,54.68422814906505,8,3,Жданова Елена Евгеньевна
2512,127,1.0,30.120510546356613,4,6,Романов Афанасий Васильевич
2513,11,1.0,36.13288872276672,6,4,Богданов Мина Фёдорович
2514,48,3.0,84.02820243737068,15,10,Натан Артемьевич Гаврилов
2515,157,1.0,34.08345621464551,9,5,Максимов Евграф Дмитриевич
2516,23,1.0,35.95604435114056,4,0,Лазарев Эдуард Викентьевич
2517,8,4.0,101.52844405581544,26,2,Артемьев Олег Власович
2518,9,1.0,43.0630790018807,12,4,Харитонов Платон Геннадиевич
2519,6,1.0,42.62172942143,17,0,Исаева Таисия Николаевна
2520,9,4.0,122.50024572674752,19,4,Анна Тарасовна Титова
2521,62,2.0,83.74124284044036,4,0,Куликов Святополк Жоресович
2522,46,1.0,34.17510520423177,6,5,Овчинников Вацлав Ефстафьевич
2523,62,2.0,56.56778147017543,13,5,Богдан Валерьевич Кононов
2524,134,3.0,88.74524054190343,12,7,Жанна Васильевна Гурьева
2525,62,1.0,46.29688156391805,8,0,Павлова Людмила Егоровна
2526,97,1.0,25.98540935132594,3,7,Полякова Вероника Анатольевна
2527,47,1.0,37.60898958197157,1,3,Воробьев Добромысл Гавриилович
2528,9,2.0,61.79436518698047,8,4,Калашникова Александра Петровна
2529,105,2.0,38.72201465808342,1,2,Самсонов Любомир Архипович
2530,21,3.0,79.06937894023484,4,4,Мстислав Германович Зиновьев
2531,58,1.0,44.81772276743538,11,5,Власова Зинаида Феликсовна
2532,58,2.0,66.20969030292491,4,5,Маргарита Леонидовна Одинцова
2533,89,2.0,42.48136913038536,6,6,Потап Игоревич Гуляев
2534,17,3.0,78.56413148181898,8,4,Селезнев Пимен Геннадиевич
2535,62,2.0,77.63307293817155,6,0,Анисим Ярославович Логинов
2536,56,3.0,67.42451318833426,2,3,Пахомова Таисия Егоровна
2537,107,2.0,45.00591514808664,4,3,Валентина Владимировна Филиппова
2538,53,2.0,65.95148516198341,9,3,Гущина Марфа Рубеновна
2539,61,2.0,53.82836644511379,8,9,Кузьмина Антонина Кирилловна
2540,168,1.0,50.02815234841179,2,11,Парфен Измаилович Соболев
2541,23,1.0,30.456100704811725,2,0,Воронова Марфа Руслановна
2542,34,3.0,87.84908601682855,5,11,Воробьев Кирилл Ефстафьевич
2543,94,1.0,34.09070264517542,7,9,Шубин Лаврентий Денисович
2544,18,2.0,57.92560277280624,16,5,Коновалов Радислав Васильевич
2545,3,1.0,32.83539558034084,10,3,Станимир Еремеевич Крюков
2546,27,2.0,42.34211713987106,6,0,Ираида Тимофеевна Дьячкова
2547,34,2.0,62.84535429187669,6,11,Филатова Любовь Геннадьевна
2548,58,2.0,38.25695468345707,9,0,Тимофей Гаврилович Петухов
2549,87,3.0,64.18415798052641,5,6,Николаев Твердислав Арсеньевич
2550,9,3.0,65.68875692621009,15,4,Людмила Кузьминична Коновалова
2551,41,3.0,72.36058650796198,8,0,Никонова Алина Артемовна
2552,90,1.0,37.857405520135536,3,2,Герасим Захарьевич Семенов
2553,6,3.0,75.41760690891206,7,0,Всеволод Игнатьевич Денисов
2554,190,2.0,47.48941478157685,5,5,Васильев Клавдий Жоресович
2555,1,1.0,44.00422157648244,9,1,Лучезар Давыдович Устинов
2556,21,2.0,43.335586237511386,2,4,Мечислав Харламович Лукин
2557,1,1.0,48.61257626785504,3,1,Блохин Ипполит Афанасьевич
2558,79,3.0,91.28259959524765,19,5,Андрон Арсеньевич Овчинников
2559,30,1.0,48.51184823688578,3,23,Воробьева Таисия Андреевна
2560,27,1.0,54.79760901442653,16,0,Мартьян Гурьевич Карпов
2561,62,2.0,73.935905328664,14,0,Парфен Иосифович Шестаков
2562,9,2.0,55.760062452334985,9,4,Юлия Святославовна Бобылева
2563,109,3.0,76.746603238253,15,6,Мясников Прокофий Юльевич
2564,12,1.0,40.72315245889765,16,15,Аркадий Елисеевич Родионов
2565,38,1.0,47.30306507495757,20,7,Романова Ксения Архиповна
2566,88,2.0,66.32816279970365,12,9,Антип Герасимович Лихачев
2567,58,3.0,60.31500109313421,9,2,Бобылев Исай Валентинович
2568,188,1.0,36.052306939985485,6,5,Богданова Анжела Ивановна
2569,165,1.0,40.78175227759245,9,5,Евфросиния Богдановна Тарасова
2570,1,1.0,38.6030741937705,5,1,Ларионов Панфил Федосьевич
2571,1,2.0,65.0234203975025,15,1,Прасковья Аскольдовна Пахомова
2572,85,4.0,63.14741387540085,6,7,Наумова Наина Аскольдовна
2573,2,1.0,37.46041367933325,13,3,Маслов Адриан Ааронович
2574,1,2.0,63.88616402640567,25,1,Панкратий Бориславович Некрасов
2575,16,3.0,64.08092957649615,5,7,Комарова Антонина Анатольевна
2576,153,3.0,77.81085482138081,4,8,Воронова Зинаида Тимуровна
2577,18,2.0,54.429399215486384,11,5,Ефимов Пантелеймон Владленович
2578,30,2.0,68.6716079572673,17,23,Анжела Кузьминична Шарова
2579,72,1.0,35.507727635850905,3,0,Емельян Тарасович Артемьев
2580,60,1.0,34.49103927962153,6,11,Никон Фокич Ермаков
2581,45,3.0,80.79778949850416,14,2,Бронислав Даниилович Лукин
2582,23,2.0,60.769643943640304,4,2,Шарапов Милан Жанович
2583,31,3.0,79.07429766230497,7,1,Полина Федоровна Власова
2584,9,1.0,40.5446565235782,14,11,Фаина Рубеновна Власова
2585,128,1.0,39.43106604122975,6,8,Молчанов Галактион Трофимович
2586,23,1.0,36.48203775674647,8,2,Родион Венедиктович Беляков
2587,105,2.0,42.1981290464198,8,1,Лора Викторовна Орлова
2588,120,3.0,87.8484942062905,2,11,Степан Харламович Константинов
2589,2,1.0,54.04237692733619,4,3,Авдеев Евдоким Якубович
2590,45,1.0,38.46727580065075,11,2,Ярослав Эдгардович Якушев
2591,6,3.0,79.60824560036937,8,0,Журавлева Прасковья Вениаминовна
2592,160,2.0,44.91060801068288,11,5,Носков Аким Харлампьевич
2593,21,1.0,51.48641146081077,12,5,Галактион Арсеньевич Шестаков
2594,90,2.0,46.60947097680196,6,2,София Геннадиевна Рябова
2595,16,2.0,44.54420320560885,7,7,Комарова Евдокия Натановна
2596,129,2.0,62.930910952785645,18,5,Агафонов Трифон Ерофеевич
2597,29,1.0,47.23584336383904,28,2,Михаил Жоресович Бирюков
2598,58,1.0,44.10149452265194,13,5,Данилов Юлий Владленович
2599,74,3.0,85.06636463288046,16,5,Олимпиада Матвеевна Петрова
2600,127,2.0,53.16969532546046,11,6,Харитонова Пелагея Константиновна
2601,44,2.0,55.79953996494821,7,3,Ким Ермолаевич Савельев
2602,99,3.0,57.61926910786271,5,8,Наина Михайловна Никонова
2603,23,3.0,163.4953334104031,5,0,Герасимов Борислав Изотович
2604,9,1.0,42.316394065704486,22,4,Евсей Гертрудович Маслов
2605,61,1.0,40.224554236839374,7,9,Акулина Святославовна Костина
2606,85,2.0,51.79752906403744,2,7,Захарова Наталья Валериевна
2607,96,3.0,77.80398617462664,4,4,Гришин Елисей Всеволодович
2608,51,2.0,52.66513003562821,4,8,Сергей Викентьевич Трофимов
2609,27,2.0,55.06404113234551,10,0,Осипов Владилен Владиленович
2610,84,1.0,35.346860366820984,11,1,Кузнецова Акулина Андреевна
2611,30,2.0,71.43274395721917,7,23,Селиверстов Валерьян Анисимович
2612,48,2.0,52.84021079979945,3,10,Любовь Рубеновна Тихонова
2613,23,3.0,78.49581308106704,9,2,Рогов Игорь Арсеньевич
2614,105,1.0,51.07104286549226,13,2,Фролов Герасим Всеволодович
2615,46,2.0,56.59158557317394,4,5,Лазарь Гаврилович Кулагин
2616,69,3.0,76.44158805957974,10,9,Варлаам Власович Крылов
2617,48,1.0,41.40946129410274,3,10,Кудряшова Ульяна Леоновна
2618,53,2.0,44.59174619834402,4,3,Казакова Зоя Макаровна
2619,23,3.0,68.23329050537474,5,0,Силин Константин Александрович
2620,99,2.0,47.8812212305518,6,8,Ершов Милан Аверьянович
2621,37,2.0,45.37678970254649,5,3,Одинцов Мина Жоресович
2622,27,1.0,44.48394618822088,16,0,Фомина Светлана Геннадьевна
2623,21,2.0,43.95256102624192,1,5,Аксенов Станимир Фадеевич
2624,62,3.0,90.83012159528386,2,0,Ипат Ефимьевич Захаров
2625,58,1.0,42.952213989062514,11,5,Ростислав Адамович Стрелков
2626,1,1.0,50.0825212090453,7,1,Тимофеев Пимен Афанасьевич
2627,56,3.0,78.15366084171991,8,6,Татьяна Семеновна Матвеева
2628,27,2.0,63.95716725570599,14,0,Марков Моисей Тихонович
2629,39,2.0,48.61752724561047,9,2,Акулина Никифоровна Константинова
2630,93,2.0,52.86214550335085,7,0,Дарья Аскольдовна Зыкова
2631,122,3.0,75.22220891728607,10,8,Савина Ксения Оскаровна
2632,144,1.0,27.680039930766643,10,7,Харитонов Зиновий Феликсович
2633,23,2.0,54.14655350653006,5,0,Николай Фролович Смирнов
2634,63,1.0,48.97690242531936,18,6,Григорьева Елена Болеславовна
2635,9,3.0,78.12499148178821,10,4,Аскольд Исидорович Мамонтов
2636,129,2.0,49.552474705880925,6,5,Владлен Ефремович Поляков
2637,6,1.0,41.98535946178862,5,0,Гуляев Радим Валерианович
2638,22,1.0,42.63778638707127,9,0,Валерия Матвеевна Сысоева
2639,26,2.0,45.26658673833281,4,2,Анатолий Алексеевич Никитин
2640,23,2.0,44.33110992130956,2,0,Анжела Дмитриевна Фадеева
2641,34,2.0,58.09987050271373,16,11,Маслова Антонина Мироновна
2642,78,1.0,36.1685887795222,8,2,Исидор Венедиктович Бобылев
2643,27,2.0,58.0279654750061,7,0,Тимофеев Авдей Дмитриевич
2644,101,3.0,55.1646534306416,5,2,Клавдия Станиславовна Ефимова
2645,78,3.0,61.75084582882294,5,2,Афиноген Филиппович Шилов
2646,114,1.0,28.56659759732364,7,0,Евдокия Эльдаровна Маркова
2647,124,3.0,63.48412370981339,8,5,Красильников Ян Ануфриевич
2648,61,4.0,79.67012528088934,3,9,Ипат Матвеевич Панов
2649,57,2.0,53.42267570062886,14,4,Веселов Еремей Валерьянович
2650,52,2.0,65.347099605292,5,5,Шарапова Ксения Ильинична
2651,26,1.0,44.22979973625607,17,11,Захаров Леонтий Вячеславович
2652,6,2.0,64.0613420678999,5,0,Елизавета Евгеньевна Александрова
2653,1,1.0,43.772157858780176,9,0,Галкин Филимон Антипович
2654,52,1.0,40.15863065442969,11,5,Всеволод Гордеевич Калинин
2655,6,1.0,47.60092852929478,11,0,Власов Кондратий Венедиктович
2656,183,4.0,151.15065976908977,6,10,Цветков Милован Герасимович
2657,48,1.0,33.95837186994883,10,10,Блинова Алина Вениаминовна
2658,58,1.0,41.47022242218125,9,2,Степан Всеволодович Гурьев
2659,37,1.0,37.41961469220545,9,5,Дмитриев Остромир Игнатьевич
2660,62,2.0,61.01990259246092,18,0,Ульяна Натановна Тетерина
2661,53,2.0,57.57603042325584,12,10,Крюкова Олимпиада Ниловна
2662,17,3.0,77.85024134882943,9,9,Евдокимов Селиван Иларионович
2663,6,1.0,49.54194479641559,2,0,Лазарева Лидия Вадимовна
2664,27,1.0,41.82671796039004,10,0,Фотий Димитриевич Ширяев
2665,74,1.0,43.22771919485077,9,2,Екатерина Владимировна Лыткина
2666,88,2.0,55.50808782219941,13,9,Шилов Емельян Анисимович
2667,3,2.0,46.12402411351433,11,2,Панфилова Феврония Константиновна
2668,7,2.0,48.41699397154225,15,9,Ефрем Викторович Зайцев
2669,8,2.0,61.22445030715348,6,5,Николаев Владлен Матвеевич
2670,1,1.0,38.75988477429872,5,1,тов. Матвеева Ангелина Яковлевна
2671,119,1.0,38.194375727854,14,5,Никитина Пелагея Ждановна
2672,103,3.0,67.99233584102767,16,3,Майя Юльевна Новикова
2673,6,2.0,52.74743831859992,9,0,Лукия Федоровна Дроздова
2674,27,1.0,39.05511447213237,11,1,тов. Савина Надежда Ильинична
2675,56,2.0,78.3645342639423,15,6,Кабанов Селиверст Германович
2676,58,1.0,35.23189722718857,17,0,Нина Валентиновна Назарова
2677,23,1.0,32.17322879216809,4,0,Сидорова Александра Ефимовна
2678,32,1.0,42.72896813188467,6,11,Лазарь Ануфриевич Ефремов
2679,75,2.0,58.84536520894047,12,5,Ершов Гурий Евстигнеевич
2680,11,2.0,43.15841677521131,2,5,Надежда Харитоновна Родионова
2681,8,1.0,39.11152356792614,6,4,Федор Денисович Исаев
2682,27,3.0,85.9684544966517,14,0,Кудрявцева Прасковья Феликсовна
2683,52,3.0,80.28876903458307,10,5,Роман Виленович Васильев
2684,6,3.0,75.88815582675768,11,0,Самойлов Симон Геннадиевич
2685,134,1.0,37.645717861189,4,8,Карл Аверьянович Ермаков
2686,23,1.0,39.95888017853965,3,2,Пахом Васильевич Шаров
2687,178,2.0,42.31110773236619,4,5,Горбунов Юлий Иларионович
2688,38,1.0,86.9888701045465,8,7,Татьяна Ивановна Артемьева
2689,6,2.0,65.71581434365199,13,0,Алла Геннадьевна Дементьева
2690,104,2.0,81.63481798883527,6,23,Будимир Терентьевич Буров
2691,8,2.0,49.393302276005485,10,4,Егорова Клавдия Федоровна
2692,47,2.0,56.79843104393015,18,3,Маслова Милица Вадимовна
2693,164,3.0,68.0650030407803,3,6,Наумова Татьяна Наумовна
2694,9,1.0,40.446190861453445,6,4,Жанна Кузьминична Быкова
2695,9,2.0,66.96576910153361,3,4,Творимир Германович Марков
2696,23,3.0,79.54106882647676,7,2,Агафонова Иванна Алексеевна
2697,17,1.0,57.33502769465981,16,2,Давыдов Олег Виленович
2698,27,2.0,63.73542129135684,14,0,Ия Александровна Мельникова
2699,62,2.0,86.92946750587444,10,0,Фаина Андреевна Савина
2700,1,4.0,99.89300883252932,4,1,Селиверстова Кира Тимуровна
2701,58,3.0,77.91089059683281,4,1,Вероника Анатольевна Суханова
2702,6,2.0,55.541027467679626,5,0,Крылова Наина Архиповна
2703,42,2.0,56.50524129962516,15,0,Комиссаров Твердислав Филиппович
2704,77,3.0,64.07745224080281,2,16,тов. Стрелков Лавр Ефимьевич
2705,57,2.0,57.801701765674025,10,4,Анастасия Юльевна Максимова
2706,7,3.0,86.32636026251231,3,6,Любовь Альбертовна Константинова
2707,101,1.0,34.62654383336231,3,5,Яков Адрианович Беляков
2708,62,3.0,137.9077831380334,4,0,Шарапов Соломон Георгиевич
2709,10,2.0,52.68059240708922,3,11,тов. Лихачев Спартак Дмитриевич
2710,1,2.0,65.34433782915698,7,1,Анжела Васильевна Агафонова
2711,27,1.0,38.07768488276081,7,0,Евстигней Фёдорович Жданов
2712,23,1.0,39.12098112285867,5,0,Пров Давыдович Иванов
2713,23,2.0,56.80985869201504,3,0,Воронцова Варвара Максимовна
2714,55,2.0,57.59663364094056,6,4,Анжела Николаевна Доронина
2715,27,2.0,67.7835490250506,12,0,Фролов Гремислав Демьянович
2716,23,1.0,42.72721843126044,3,0,Шилова Полина Олеговна
2717,52,1.0,42.767291541751625,16,5,Ия Робертовна Рожкова
2718,128,1.0,40.94905477906286,8,8,Рогов Нестор Давидович
2719,15,1.0,46.71080454028148,16,0,Тарасов Кондратий Иосифович
2720,61,3.0,81.32222681412338,12,9,Трофимов Кузьма Феофанович
2721,123,3.0,98.05611969428864,9,4,Нина Викторовна Богданова
2722,90,2.0,46.53101559791024,3,2,Варвара Леоновна Горбачева
2723,68,2.0,46.0884519519831,16,5,Устинова Оксана Константиновна
2724,57,2.0,62.17756452797002,13,15,Валентина Вадимовна Доронина
2725,61,3.0,98.88555416630064,19,9,Любовь Леонидовна Денисова
2726,27,1.0,46.51365121342859,7,0,Прохоров Ким Дорофеевич
2727,11,1.0,36.08543485788181,3,1,Кудрявцева Маргарита Болеславовна
2728,2,1.0,31.309020601982557,3,5,Григорий Феликсович Брагин
2729,1,3.0,77.47287307581558,3,1,Мирон Димитриевич Шарапов
2730,6,2.0,55.156250274079525,7,0,Кудряшов Милан Гавриилович
2731,62,1.0,44.00840194676039,3,0,Гаврила Викентьевич Лапин
2732,27,1.0,44.61100134468814,4,0,Стрелков Ипат Витальевич
2733,9,2.0,53.508282300474704,6,4,Михайлов Натан Фокич
2734,27,2.0,96.0435628840948,5,0,Нонна Робертовна Белякова
2735,1,1.0,48.7444802995941,12,1,Буров Емельян Чеславович
2736,7,1.0,39.359260211910005,19,9,Мухина Александра Сергеевна
2737,27,2.0,54.494216219986896,4,0,Радислав Елизарович Герасимов
2738,27,1.0,38.63519735810681,1,4,Вадим Фокич Захаров
2739,48,3.0,66.30821658554166,7,10,Большакова Валерия Ефимовна
2740,1,3.0,86.74409766309677,7,1,Мясникова Анна Филипповна
2741,149,2.0,59.42647328705712,2,4,Виноградов Доброслав Ааронович
2742,1,1.0,39.154917264316346,3,1,Евдокимова София Захаровна
2743,77,3.0,69.42385473513458,3,16,Колесникова Пелагея Яковлевна
2744,128,2.0,57.1978292708512,9,8,Панов Твердислав Тимурович
2745,9,2.0,60.90017774572223,2,4,Галина Аскольдовна Бурова
2746,27,2.0,65.8994278417334,7,0,Кира Болеславовна Боброва
2747,27,3.0,82.63059041736112,11,0,Молчанов Павел Иларионович
2748,90,3.0,87.83840930534453,3,3,Елена Харитоновна Аксенова
2749,6,3.0,83.79805303655263,16,0,Фёкла Алексеевна Турова
2750,23,2.0,54.90694148301874,3,0,Мечислав Харитонович Доронин
2751,79,3.0,66.02783226932387,5,5,Стоян Якубович Панфилов
2752,8,2.0,38.518700620373146,4,5,Антонина Макаровна Ширяева
2753,10,3.0,75.50918586241339,8,6,Фаина Степановна Матвеева
2754,27,2.0,58.74402967329752,8,0,Журавлева Екатерина Ниловна
2755,58,1.0,51.93929397989691,5,5,Селезнев Емельян Германович
2756,13,3.0,84.59922180177792,13,15,Виноградов Владлен Якубович
2757,128,2.0,52.71732412667394,7,8,Афанасий Архипович Пахомов
2758,23,2.0,57.11935370737427,5,0,Бирюков Радован Харлампович
2759,27,2.0,52.52454261149377,7,1,Агап Августович Логинов
2760,49,2.0,42.98336601940371,6,5,Синклитикия Макаровна Щукина
2761,27,2.0,66.31785379102358,14,1,Павлов Лазарь Харлампович
2762,70,3.0,94.1281361095496,5,5,Шубин Автоном Ефимович
2763,23,1.0,29.87903560569668,12,0,Регина Кирилловна Евсеева
2764,35,2.0,43.32581674574812,7,11,Прасковья Матвеевна Евсеева
2765,26,3.0,63.11997989256746,6,6,Шубин Любим Иларионович
2766,27,1.0,44.99454027510764,2,0,Иосиф Исидорович Ковалев
2767,23,2.0,65.56106837250263,14,2,Константин Харламович Шестаков
2768,30,2.0,81.37520074286809,20,23,г-н Молчанов Касьян Филиппович
2769,27,3.0,57.435682606342894,9,0,Жанна Юрьевна Титова
2770,87,3.0,61.052434162598814,3,5,Анисимова Синклитикия Оскаровна
2771,62,1.0,38.99652181420959,23,0,Ипатий Филатович Гусев
2772,30,1.0,47.12346767226734,22,23,Кабанова Елизавета Рубеновна
2773,29,1.0,42.39798729822637,13,2,Екатерина Никифоровна Авдеева
2774,130,3.0,90.99279702548704,4,7,Антип Авдеевич Калинин
2775,1,3.0,79.3479552247171,4,1,Панфилова Ангелина Филипповна
2776,25,1.0,42.95070167991873,8,11,Степанова Евпраксия Юрьевна
2777,56,2.0,57.34799323619576,8,6,Ульяна Александровна Громова
2778,27,2.0,77.60547681664931,7,0,Самойлов Сигизмунд Ааронович
2779,9,3.0,78.60835962621415,8,4,Дементьева Антонина Натановна
2780,52,1.0,38.68342188273736,8,5,Калашников Артемий Архипович
2781,76,2.0,74.34467216472493,42,5,Гурий Германович Кузьмин
2782,132,2.0,54.6780138081448,4,19,Козлов Яков Фадеевич
2783,55,1.0,36.05991014365614,16,4,Самойлов Светозар Ефстафьевич
2784,20,3.0,78.8435919680662,9,5,Фомина Регина Вадимовна
2785,66,2.0,56.07125070081644,4,7,Дорофеева Зоя Георгиевна
2786,23,2.0,62.48526028490662,23,2,Ангелина Николаевна Гурьева
2787,30,1.0,27.26486923937159,6,23,Иосиф Харламович Колобов
2788,48,3.0,95.86778037176602,20,10,Третьякова Иванна Юрьевна
2789,1,3.0,86.48754985557137,18,1,Алла Яковлевна Гордеева
2790,23,2.0,51.330209313563,2,0,Филиппов Федот Яковлевич
2791,137,2.0,55.86095235950646,3,1,Амос Тарасович Лихачев
2792,18,3.0,83.98293604975532,2,5,Потап Харитонович Беляков
2793,108,2.0,56.006781606472906,10,1,Прасковья Игоревна Сазонова
